ISSN,PMID,DOI,Available on ScienceDirect,Available on PubMed Central,Available on LibGen
0897-1897,36635011,10.1016/j.apnr.2022.151656,True,None,None
0897-1897,36635010,10.1016/j.apnr.2022.151654,True,None,None
0897-1897,36635009,10.1016/j.apnr.2022.151653,True,None,None
0897-1897,36635008,10.1016/j.apnr.2022.151652,True,None,None
0897-1897,36635007,10.1016/j.apnr.2022.151650,True,None,None
0897-1897,36635006,10.1016/j.apnr.2022.151665,True,PMC9743780,None
0897-1897,36635005,10.1016/j.apnr.2022.151648,True,None,None
0897-1897,36473721,10.1016/j.apnr.2022.151641,True,None,None
0897-1897,36473720,10.1016/j.apnr.2022.151625,True,None,None
0897-1897,36473719,10.1016/j.apnr.2022.151639,True,None,None
0897-1897,36473718,10.1016/j.apnr.2022.151640,True,None,None
0897-1897,36473717,10.1016/j.apnr.2022.151638,True,None,None
0897-1897,36473716,10.1016/j.apnr.2022.151626,True,PMC9403994,None
0897-1897,34629280,10.1016/j.apnr.2021.151483,True,None,None
0891-5245,37516944,10.1016/j.pedhc.2023.06.003,True,None,None
0891-5245,37516943,10.1016/j.pedhc.2023.07.001,True,None,None
0891-5245,37498258,10.1016/j.pedhc.2023.06.010,True,None,None
0891-5245,37480899,10.1016/j.pedhc.2023.06.006,True,None,None
0891-5245,37422744,10.1016/j.pedhc.2023.06.002,True,None,None
0891-5245,37407179,10.1016/j.pedhc.2023.03.004,True,None,None
0891-5245,37407178,10.1016/j.pedhc.2023.04.001,True,None,None
0891-5245,37354156,10.1016/j.pedhc.2023.06.001,True,None,None
0891-5245,37330729,10.1016/j.pedhc.2023.05.007,True,None,None
0891-5245,37278672,10.1016/j.pedhc.2023.05.005,True,None,None
0891-5245,37256251,10.1016/j.pedhc.2023.05.004,True,None,None
0891-5245,37245130,10.1016/j.pedhc.2023.04.011,True,None,None
0891-5245,37245129,10.1016/j.pedhc.2023.04.002,True,PMC10123352,None
0891-5245,37245128,10.1016/j.pedhc.2023.05.003,True,None,None
0891-5245,37227325,10.1016/j.pedhc.2023.05.002,True,PMC10169573,None
0891-5245,37227324,10.1016/j.pedhc.2023.04.013,True,None,None
0891-5245,37204373,10.1016/j.pedhc.2023.04.012,True,None,None
0891-5245,37178094,10.1016/j.pedhc.2023.04.003,True,None,None
0891-5245,37141221,10.1016/j.pedhc.2022.09.013,True,None,None
0891-5245,37061901,10.1016/j.pedhc.2023.03.006,True,None,None
0891-5245,37031100,10.1016/j.pedhc.2023.03.001,True,None,None
0891-5245,37031099,10.1016/j.pedhc.2023.03.005,True,None,None
0891-5245,37024370,10.1016/j.pedhc.2023.03.003,True,PMC10017383,None
0891-5245,36973102,10.1016/j.pedhc.2023.03.002,True,PMC10008786,None
0891-5245,36948964,10.1016/j.pedhc.2023.02.006,True,PMC10020381,None
0891-5245,36925347,10.1016/j.pedhc.2023.02.005,True,None,None
0891-5245,36914456,10.1016/j.pedhc.2022.11.008,True,None,None
0891-5245,36894447,10.1016/j.pedhc.2023.02.001,True,None,None
0891-5245,36890039,10.1016/j.pedhc.2023.02.007,True,None,None
0891-5245,36890038,10.1016/j.pedhc.2023.02.004,True,None,None
0891-5245,36882351,10.1016/j.pedhc.2023.02.002,True,PMC9985770,None
0891-5245,36863886,10.1016/j.pedhc.2023.01.004,True,None,None
0891-5245,36842842,10.1016/j.pedhc.2023.01.005,True,None,None
0891-5245,36813652,10.1016/j.pedhc.2023.01.006,True,None,None
0891-5245,36764888,10.1016/j.pedhc.2023.01.002,True,None,None
0891-5245,36737305,10.1016/j.pedhc.2023.01.001,True,None,None
0891-5245,36737304,10.1016/j.pedhc.2022.12.005,True,None,None
0891-5245,36717299,10.1016/j.pedhc.2022.12.006,True,None,None
0891-5245,36682970,10.1016/j.pedhc.2022.12.008,True,None,None
0891-5245,36682969,10.1016/j.pedhc.2022.12.007,True,None,None
0891-5245,36670018,10.1016/j.pedhc.2022.12.009,True,PMC10330386,None
0891-5245,36639341,10.1016/j.pedhc.2022.11.011,True,PMC9832342,None
0891-5245,36631350,10.1016/j.pedhc.2022.12.002,True,None,None
0891-5245,36624017,10.1016/j.pedhc.2022.11.003,True,None,None
0891-5245,36588055,10.1016/j.pedhc.2022.12.001,True,PMC9729642,None
0891-5245,36572587,10.1016/j.pedhc.2022.12.003,True,PMC9789749,None
0891-5245,36549986,10.1016/j.pedhc.2022.11.013,True,PMC9712069,None
0891-5245,36529554,10.1016/j.pedhc.2022.11.009,True,None,None
0891-5245,36528487,10.1016/j.pedhc.2022.11.006,True,None,None
0891-5245,36528486,10.1016/j.pedhc.2022.11.012,True,None,None
0891-5245,36528485,10.1016/j.pedhc.2022.11.001,True,PMC9647040,None
0891-5245,36526357,10.1016/j.pedhc.2022.08.006,True,None,None
0891-5245,36470799,10.1016/j.pedhc.2022.11.005,True,None,None
0891-5245,36470798,10.1016/j.pedhc.2022.11.002,True,PMC9671697,None
0891-5245,36464520,10.1016/j.pedhc.2022.11.007,True,None,None
0891-5245,36462998,10.1016/j.pedhc.2022.11.004,True,None,None
0891-5245,36460544,10.1016/j.pedhc.2022.11.010,True,None,None
0891-5245,36402627,10.1016/j.pedhc.2022.10.004,True,None,None
0891-5245,36400626,10.1016/j.pedhc.2022.10.003,True,PMC9574945,None
0891-5245,36376158,10.1016/j.pedhc.2022.09.012,True,None,None
0891-5245,36372630,10.1016/j.pedhc.2022.10.002,True,PMC9554331,None
0891-5245,36347759,10.1016/j.pedhc.2022.10.005,True,PMC9579186,None
0891-5245,36334949,10.1016/j.pedhc.2022.10.001,True,PMC9550660,None
0891-5245,36307282,10.1016/j.pedhc.2022.09.017,True,PMC9534789,None
0891-5245,36283892,10.1016/j.pedhc.2022.09.010,True,PMC9510090,None
0891-5245,36266165,10.1016/j.pedhc.2022.09.011,True,PMC9547756,None
0891-5245,36257899,10.1016/j.pedhc.2022.08.002,True,PMC9772063,None
0891-5245,36257898,10.1016/j.pedhc.2022.09.005,True,PMC9482843,None
0891-5245,36243619,10.1016/j.pedhc.2022.09.007,True,PMC9492503,None
0891-5245,36216644,10.1016/j.pedhc.2022.09.008,True,PMC9489986,None
0891-5245,36184376,10.1016/j.pedhc.2022.08.007,True,None,None
0891-5245,36184375,10.1016/j.pedhc.2022.09.003,True,None,None
0891-5245,36184374,10.1016/j.pedhc.2022.09.004,True,None,None
0891-5245,36175312,10.1016/j.pedhc.2022.08.008,True,None,None
0891-5245,36163117,10.1016/j.pedhc.2022.09.002,True,None,None
0891-5245,36117074,10.1016/j.pedhc.2022.08.004,True,None,None
0891-5245,36117073,10.1016/j.pedhc.2022.08.005,True,None,None
0891-5245,36064764,10.1016/j.pedhc.2022.07.005,True,None,None
0891-5245,36064763,10.1016/j.pedhc.2022.07.008,True,None,None
0891-5245,35977849,10.1016/j.pedhc.2022.07.004,True,PMC9771990,None
1055-3290,37487174,10.1097/JNC.0000000000000420,False,None,None
1055-3290,37378566,10.1097/JNC.0000000000000417,False,None,None
1055-3290,37378565,10.1097/JNC.0000000000000416,False,None,None
1055-3290,37327325,10.1097/JNC.0000000000000418,False,None,None
1055-3290,37224079,10.1097/JNC.0000000000000415,False,None,None
1055-3290,37199426,10.1097/JNC.0000000000000411,False,None,None
1055-3290,37141172,10.1097/JNC.0000000000000413,False,None,None
1055-3290,37141167,10.1097/JNC.0000000000000412,False,None,None
1055-3290,37141161,10.1097/JNC.0000000000000414,False,None,None
1055-3290,37129477,10.1097/JNC.0000000000000405,False,None,None
1055-3290,37129476,10.1097/JNC.0000000000000401,False,None,None
1055-3290,37129475,10.1097/JNC.0000000000000407,False,None,None
1055-3290,37099022,10.1097/JNC.0000000000000365,False,PMC10309138,None
1055-3290,37098817,10.1097/JNC.0000000000000408,False,None,None
1055-3290,37068003,10.1097/JNC.0000000000000409,False,None,None
1055-3290,37067998,10.1097/JNC.0000000000000402,False,None,None
1055-3290,37067994,10.1097/JNC.0000000000000406,False,PMC10150629,None
1055-3290,36917650,10.1097/JNC.0000000000000400,False,None,None
1055-3290,36917646,10.1097/JNC.0000000000000398,False,None,None
1055-3290,36897568,10.1097/JNC.0000000000000399,False,None,None
1055-3290,36821839,10.1097/JNC.0000000000000397,False,None,None
1055-3290,36821838,10.1097/JNC.0000000000000390,False,None,None
1055-3290,36752749,10.1097/JNC.0000000000000393,False,None,None
1055-3290,36752748,10.1097/JNC.0000000000000395,False,PMC10159892,None
1055-3290,36752746,10.1097/JNC.0000000000000396,False,None,None
1055-3290,36752744,10.1097/JNC.0000000000000388,False,PMC10237310,None
1055-3290,36728048,10.1097/JNC.0000000000000391,False,None,None
1055-3290,36662654,10.1097/JNC.0000000000000386,False,PMC9951790,None
1055-3290,36656097,10.1097/JNC.0000000000000385,False,None,None
1055-3290,36656096,10.1097/JNC.0000000000000394,False,None,None
1055-3290,36656095,10.1097/JNC.0000000000000383,False,None,None
1055-3290,36656094,10.1097/JNC.0000000000000373,False,None,None
1055-3290,36656093,10.1097/JNC.0000000000000376,False,PMC10079306,None
1055-3290,36656092,10.1097/JNC.0000000000000374,False,PMC9869452,None
1055-3290,36656091,10.1097/JNC.0000000000000379,False,None,None
1055-3290,36656090,10.1097/JNC.0000000000000380,False,None,None
1055-3290,36656089,10.1097/JNC.0000000000000378,False,PMC10336836,None
1055-3290,36656088,10.1097/JNC.0000000000000381,False,None,None
1055-3290,36652200,10.1097/JNC.0000000000000389,False,PMC10088432,None
1055-3290,36607312,10.1097/JNC.0000000000000382,False,PMC10062022,None
1055-3290,36576513,10.1097/JNC.0000000000000387,False,None,None
1055-3290,36563302,10.1097/JNC.0000000000000384,False,PMC10184317,None
1055-3290,36524875,10.1097/JNC.0000000000000375,False,None,None
1055-3290,36511759,10.1097/JNC.0000000000000353,False,None,None
1055-3290,36480519,10.1097/JNC.0000000000000377,False,None,None
1055-3290,36355599,10.1097/JNC.0000000000000372,False,None,None
1055-3290,36198119,10.1097/JNC.0000000000000366,False,None,None
1055-3290,36198116,10.1097/JNC.0000000000000367,False,PMC10339158,None
1055-3290,36198008,10.1097/JNC.0000000000000368,False,None,None
1055-3290,36197992,10.1097/JNC.0000000000000370,False,None,None
1055-3290,36197957,10.1097/JNC.0000000000000369,False,None,None
1055-3290,36170124,10.1097/JNC.0000000000000363,False,None,None
1055-3290,36170123,10.1097/JNC.0000000000000362,False,None,None
1055-3290,36094470,10.1097/JNC.0000000000000355,False,None,None
1055-3290,36094468,10.1097/JNC.0000000000000359,False,None,None
1055-3290,35878321,10.1097/JNC.0000000000000351,False,None,None
1055-3290,35878049,10.1097/JNC.0000000000000343,False,None,None
1055-3290,35878046,10.1097/JNC.0000000000000349,False,None,None
1055-3290,35862630,10.1097/JNC.0000000000000354,False,PMC10122520,None
1055-3290,35622464,10.1097/JNC.0000000000000340,False,None,None
1055-3290,35604846,10.1097/JNC.0000000000000342,False,PMC9675875,None
1322-7696,37360919,10.1016/j.colegn.2023.03.009,True,PMC10027944,None
1322-7696,37360918,10.1016/j.colegn.2023.05.002,True,PMC10165013,None
1322-7696,36591534,10.1016/j.colegn.2022.12.005,True,PMC9792421,None
1322-7696,36156900,10.1016/j.colegn.2022.09.006,True,PMC9482836,None
1322-7696,36128018,10.1016/j.colegn.2022.09.007,True,PMC9477963,None
1322-7696,35765377,10.1016/j.colegn.2022.06.007,True,PMC9226292,None
0002-0443,37463265,10.1097/NNA.0000000000001308,False,None,None
0002-0443,37463264,10.1097/NNA.0000000000001307,False,None,None
0002-0443,37463263,10.1097/NNA.0000000000001306,False,None,None
0002-0443,37463262,10.1097/NNA.0000000000001305,False,None,None
0002-0443,37463261,10.1097/NNA.0000000000001304,False,None,None
0002-0443,37463260,10.1097/NNA.0000000000001301,False,None,None
0002-0443,37463259,10.1097/NNA.0000000000001300,False,None,None
0002-0443,37463258,10.1097/NNA.0000000000001299,False,None,None
0002-0443,37463257,10.1097/NNA.0000000000001298,False,None,None
0002-0443,37449822,10.1097/NNA.0000000000001309,False,None,None
0002-0443,37449815,10.1097/NNA.0000000000001303,False,None,None
0002-0443,37449805,10.1097/NNA.0000000000001302,False,None,None
0002-0443,37219887,10.1097/NNA.0000000000001289,False,None,None
0002-0443,37219886,10.1097/NNA.0000000000001296,False,None,None
0002-0443,37219885,10.1097/NNA.0000000000001295,False,None,None
0002-0443,37219884,10.1097/NNA.0000000000001292,False,None,None
0002-0443,37219883,10.1097/NNA.0000000000001290,False,None,None
0002-0443,37219882,10.1097/NNA.0000000000001288,False,None,None
0002-0443,37219881,10.1097/NNA.0000000000001287,False,None,None
0002-0443,37219880,10.1097/NNA.0000000000001286,False,None,None
0002-0443,37184496,10.1097/NNA.0000000000001291,False,None,None
0002-0443,37184482,10.1097/NNA.0000000000001294,False,None,None
0002-0443,37184457,10.1097/NNA.0000000000001293,False,None,None
0002-0443,37172009,10.1097/NNA.0000000000001297,False,None,None
0002-0443,37098870,10.1097/NNA.0000000000001285,False,None,None
0002-0443,37098869,10.1097/NNA.0000000000001284,False,None,None
0002-0443,37098868,10.1097/NNA.0000000000001283,False,None,None
0002-0443,37098867,10.1097/NNA.0000000000001282,False,None,None
0002-0443,37098866,10.1097/NNA.0000000000001281,False,None,None
0002-0443,37098865,10.1097/NNA.0000000000001279,False,None,None
0002-0443,37098864,10.1097/NNA.0000000000001280,False,None,None
0002-0443,37098863,10.1097/NNA.0000000000001253,False,None,None
0002-0443,37098862,10.1097/NNA.0000000000001278,False,None,None
0002-0443,37098861,10.1097/NNA.0000000000001276,False,None,None
0002-0443,37098860,10.1097/NNA.0000000000001277,False,None,None
0002-0443,36951951,10.1097/NNA.0000000000001275,False,None,None
0002-0443,36951950,10.1097/NNA.0000000000001274,False,None,None
0002-0443,36951949,10.1097/NNA.0000000000001273,False,None,None
0002-0443,36951948,10.1097/NNA.0000000000001268,False,None,None
0002-0443,36951947,10.1097/NNA.0000000000001266,False,None,None
0002-0443,36951946,10.1097/NNA.0000000000001267,False,None,None
0002-0443,36916797,10.1097/NNA.0000000000001272,False,None,None
0002-0443,36916793,10.1097/NNA.0000000000001271,False,None,None
0002-0443,36916790,10.1097/NNA.0000000000001270,False,None,None
0002-0443,36916787,10.1097/NNA.0000000000001269,False,PMC10026953,None
0002-0443,36821502,10.1097/NNA.0000000000001265,False,None,None
0002-0443,36821501,10.1097/NNA.0000000000001263,False,None,None
0002-0443,36821500,10.1097/NNA.0000000000001262,False,None,None
0002-0443,36821499,10.1097/NNA.0000000000001261,False,None,None
0002-0443,36821498,10.1097/NNA.0000000000001260,False,None,None
0002-0443,36821497,10.1097/NNA.0000000000001259,False,None,None
0002-0443,36821496,10.1097/NNA.0000000000001257,False,None,None
0002-0443,36821495,10.1097/NNA.0000000000001256,False,None,None
0002-0443,36821494,10.1097/NNA.0000000000001255,False,None,None
0002-0443,36753455,10.1097/NNA.0000000000001258,False,None,None
0002-0443,36753439,10.1097/NNA.0000000000001264,False,None,None
0002-0443,36693002,10.1097/NNA.0000000000001252,False,None,None
0002-0443,36693001,10.1097/NNA.0000000000001251,False,None,None
0002-0443,36693000,10.1097/NNA.0000000000001250,False,None,None
0002-0443,36692999,10.1097/NNA.0000000000001254,False,PMC9883042,None
0002-0443,36692998,10.1097/NNA.0000000000001249,False,None,None
0002-0443,36692997,10.1097/NNA.0000000000001248,False,None,None
0002-0443,36692996,10.1097/NNA.0000000000001247,False,None,None
0002-0443,36692995,10.1097/NNA.0000000000001246,False,None,None
0002-0443,36692994,10.1097/NNA.0000000000001245,False,None,None
0002-0443,36542445,10.1097/NNA.0000000000001243,False,None,None
0002-0443,36542444,10.1097/NNA.0000000000001242,False,None,None
0002-0443,36542443,10.1097/NNA.0000000000001240,False,None,None
0002-0443,36542442,10.1097/NNA.0000000000001239,False,None,None
0002-0443,36542441,10.1097/NNA.0000000000001238,False,PMC9770103,None
0002-0443,36542440,10.1097/NNA.0000000000001237,False,None,None
0002-0443,36542439,10.1097/NNA.0000000000001236,False,None,None
0002-0443,36542438,10.1097/NNA.0000000000001235,False,None,None
0002-0443,36542437,10.1097/NNA.0000000000001244,False,None,None
0002-0443,36542436,10.1097/NNA.0000000000001233,False,None,None
0002-0443,36484739,10.1097/NNA.0000000000001241,False,None,None
0002-0443,36409264,10.1097/NNA.0000000000001234,False,None,None
0002-0443,36409262,10.1097/NNA.0000000000001231,False,None,None
0002-0443,36409261,10.1097/NNA.0000000000001230,False,None,None
0002-0443,36409260,10.1097/NNA.0000000000001229,False,None,None
0002-0443,36409259,10.1097/NNA.0000000000001228,False,None,None
0002-0443,36409258,10.1097/NNA.0000000000001227,False,None,None
0002-0443,36409257,10.1097/NNA.0000000000001226,False,None,None
0002-0443,36409256,10.1097/NNA.0000000000001225,False,None,None
0002-0443,36409255,10.1097/NNA.0000000000001224,False,None,None
0002-0443,36409254,10.1097/NNA.0000000000001223,False,None,None
0002-0443,36409253,10.1097/NNA.0000000000001222,False,None,None
0002-0443,36409252,10.1097/NNA.0000000000001221,False,None,None
0002-0443,36301872,10.1097/NNA.0000000000001200,False,None,None
0002-0443,36301871,10.1097/NNA.0000000000001219,False,None,None
0002-0443,36301870,10.1097/NNA.0000000000001218,False,None,None
0002-0443,36301869,10.1097/NNA.0000000000001216,False,None,None
0002-0443,36301868,10.1097/NNA.0000000000001213,False,None,None
0002-0443,36301867,10.1097/NNA.0000000000001212,False,None,None
0002-0443,36301866,10.1097/NNA.0000000000001220,False,None,None
0002-0443,36301865,10.1097/NNA.0000000000001211,False,None,None
0002-0443,36301864,10.1097/NNA.0000000000001210,False,None,None
0002-0443,36252057,10.1097/NNA.0000000000001215,False,None,None
0002-0443,36251982,10.1097/NNA.0000000000001214,False,None,None
0002-0443,36251967,10.1097/NNA.0000000000001217,False,None,None
0190-535X,37155982,10.1188/23.ONF.276-277,False,None,None
0190-535X,37155981,10.1188/23.ONF.397-415,False,None,None
0190-535X,37155980,10.1188/23.ONF.381-395,False,None,None
0190-535X,37155979,10.1188/23.ONF.372-380,False,None,None
0190-535X,37155978,10.1188/23.ONF.361-371,False,None,None
0190-535X,37155977,10.1188/23.ONF.348-360,False,None,None
0190-535X,37155976,10.1188/23.ONF.337-347,False,None,None
0190-535X,37155975,10.1188/23.ONF.325-336,False,PMC10290493,None
0190-535X,37155974,10.1188/23.ONF.313-323,False,None,None
0190-535X,37155973,10.1188/23.ONF.299-312,False,None,None
0190-535X,37155972,10.1188/23.ONF.279-289,False,PMC10233750,None
1466-7681,37475209,10.1111/nup.12459,False,None,None
1466-7681,37403431,10.1111/nup.12460,False,None,None
1466-7681,37357707,10.1111/nup.12447,False,None,None
1466-7681,37357699,10.1111/nup.12451,False,None,None
1466-7681,37338521,10.1111/nup.12454,False,None,None
1466-7681,37335286,10.1111/nup.12455,False,None,None
1466-7681,37334875,10.1111/nup.12457,False,None,None
1466-7681,37334499,10.1111/nup.12452,False,None,None
1466-7681,37332250,10.1111/nup.12458,False,None,None
1466-7681,37322615,10.1111/nup.12448,False,None,None
1466-7681,37316438,10.1111/nup.12456,False,None,None
1466-7681,37312673,10.1111/nup.12453,False,None,None
1466-7681,37310807,10.1111/nup.12449,False,None,None
1466-7681,37303092,10.1111/nup.12450,False,None,None
1466-7681,37226641,10.1111/nup.12444,False,None,None
1466-7681,37186349,10.1111/nup.12443,False,None,None
1466-7681,37158130,10.1111/nup.12442,False,None,None
1466-7681,37138442,10.1111/nup.12446,False,None,None
1466-7681,37106477,10.1111/nup.12445,False,None,None
1466-7681,37070352,10.1111/nup.12439,False,None,None
1466-7681,37070337,10.1111/nup.12440,False,None,None
1466-7681,37062857,10.1111/nup.12441,False,None,None
1466-7681,37032463,10.1111/nup.12438,False,None,None
1466-7681,36991523,10.1111/nup.12437,False,None,None
1466-7681,36988486,10.1111/nup.12434,False,None,None
1466-7681,36988485,10.1111/nup.12430,False,None,None
1466-7681,36973865,10.1111/nup.12432,False,None,None
1466-7681,36919268,10.1111/nup.12435,False,None,None
1466-7681,36919256,10.1111/nup.12436,False,None,None
1466-7681,36911891,10.1111/nup.12429,False,None,None
1466-7681,36899487,10.1111/nup.12431,False,None,None
1466-7681,36899484,10.1111/nup.12433,False,None,None
1466-7681,36894517,10.1111/nup.12428,False,None,None
1466-7681,36880979,10.1111/nup.12422,False,None,None
1466-7681,36852428,10.1111/nup.12426,False,None,None
1466-7681,36846929,10.1111/nup.12425,False,None,None
1466-7681,36846926,10.1111/nup.12421,False,None,None
1466-7681,36846907,10.1111/nup.12427,False,None,None
1466-7681,36807471,10.1111/nup.12423,False,None,None
1466-7681,36799084,10.1111/nup.12424,False,None,None
1466-7681,36779230,10.1111/nup.12418,False,None,None
1466-7681,36750689,10.1111/nup.12420,False,None,None
1466-7681,36748963,10.1111/nup.12419,False,None,None
1466-7681,36727216,10.1111/nup.12417,False,None,None
1466-7681,36567518,10.1111/nup.12415,False,None,None
1466-7681,36263450,10.1111/nup.12416,False,None,None
1466-7681,36205082,10.1111/nup.12414,False,None,None
1466-7681,36043247,10.1111/nup.12405,False,None,None
1466-7681,35909307,10.1111/nup.12403,False,PMC10078244,None
1466-7681,35761762,10.1111/nup.12402,False,PMC10078421,None
1466-7681,35719022,10.1111/nup.12399,False,PMC10078227,None
1466-7681,35462460,10.1111/nup.12392,False,None,None
1466-7681,35355391,10.1111/nup.12388,False,PMC10078243,None
1466-7681,35324066,10.1111/nup.12387,False,PMC10078249,None
1466-7681,35313379,10.1111/nup.12386,False,PMC10078359,None
1466-7681,35218679,10.1111/nup.12383,False,None,None
0161-2840,37494425,10.1080/01612840.2023.2229718,False,None,None
0161-2840,37459622,10.1080/01612840.2023.2229438,False,None,None
0161-2840,37450902,10.1080/01612840.2023.2229439,False,None,None
0161-2840,37450896,10.1080/01612840.2023.2228893,False,None,None
0161-2840,37437242,10.1080/01612840.2023.2227267,False,None,None
0161-2840,37428940,10.1080/01612840.2023.2224877,False,None,None
0161-2840,37418705,10.1080/01612840.2023.2224874,False,None,None
0161-2840,37418704,10.1080/01612840.2023.2222829,False,None,None
0161-2840,37410955,10.1080/01612840.2023.2225102,False,None,None
0161-2840,37410713,10.1080/01612840.2023.2222796,False,None,None
0161-2840,37410673,10.1080/01612840.2023.2219745,False,None,None
0161-2840,37379506,10.1080/01612840.2023.2217908,False,None,None
0161-2840,37364259,10.1080/01612840.2023.2219753,False,None,None
0161-2840,37364236,10.1080/01612840.2023.2212771,False,None,None
0161-2840,37343582,10.1080/01612840.2023.2212776,False,None,None
0161-2840,37327115,10.1080/01612840.2023.2220609,False,None,None
0161-2840,37319420,10.1080/01612840.2023.2212813,False,None,None
0161-2840,37319417,10.1080/01612840.2023.2212780,False,None,None
0161-2840,37319407,10.1080/01612840.2023.2212774,False,None,None
0161-2840,37315310,10.1080/01612840.2023.2212770,False,None,None
0161-2840,37307587,10.1080/01612840.2023.2212781,False,None,None
0161-2840,37294933,10.1080/01612840.2023.2212772,False,None,None
0161-2840,37279399,10.1080/01612840.2023.2215866,False,None,None
0161-2840,37279398,10.1080/01612840.2023.2218775,False,None,None
0161-2840,37279394,10.1080/01612840.2023.2212769,False,None,None
0161-2840,37279391,10.1080/01612840.2023.2214225,False,None,None
0161-2840,37279384,10.1080/01612840.2023.2212768,False,None,None
0161-2840,37267047,10.1080/01612840.2023.2205522,False,None,None
0161-2840,37267041,10.1080/01612840.2023.2205527,False,None,None
0161-2840,37229904,10.1080/01612840.2023.2205523,False,None,None
0161-2840,37229657,10.1080/01612840.2023.2205511,False,None,None
0161-2840,37224823,10.1080/01612840.2023.2205507,False,None,None
0161-2840,37224817,10.1080/01612840.2023.2205535,False,None,None
0161-2840,37216658,10.1080/01612840.2023.2206756,False,None,None
0161-2840,37167098,10.1080/01612840.2023.2205502,False,None,None
0161-2840,37159845,10.1080/01612840.2023.2205509,False,None,None
0161-2840,37155597,10.1080/01612840.2023.2202145,False,None,None
0161-2840,37126802,10.1080/01612840.2023.2195507,False,None,None
0161-2840,37126738,10.1080/01612840.2023.2194990,False,None,None
0161-2840,37105216,10.1080/01612840.2023.2204800,False,None,None
0161-2840,37075320,10.1080/01612840.2023.2195499,False,None,None
0161-2840,37075312,10.1080/01612840.2023.2195509,False,None,None
0161-2840,37075309,10.1080/01612840.2023.2189953,False,None,None
0161-2840,37075308,10.1080/01612840.2023.2190051,False,None,None
0161-2840,37067533,10.1080/01612840.2023.2194992,False,None,None
0161-2840,37053044,10.1080/01612840.2023.2193639,False,None,None
0161-2840,37052431,10.1080/01612840.2023.2202615,False,None,None
0161-2840,37043674,10.1080/01612840.2023.2195500,False,None,None
0161-2840,37015096,10.1080/01612840.2023.2192794,False,None,None
0161-2840,37015019,10.1080/01612840.2023.2189954,False,None,None
0161-2840,37011384,10.1080/01612840.2023.2193629,False,None,None
0161-2840,36989507,10.1080/01612840.2023.2189957,False,None,None
0161-2840,36988908,10.1080/01612840.2023.2180982,False,None,None
0161-2840,36972548,10.1080/01612840.2023.2187624,False,None,None
0161-2840,36972547,10.1080/01612840.2023.2186124,False,None,None
0161-2840,36972546,10.1080/01612840.2023.2186113,False,None,None
0161-2840,36952312,10.1080/01612840.2023.2186701,False,None,None
0161-2840,36943320,10.1080/01612840.2023.2186142,False,None,None
0161-2840,36940446,10.1080/01612840.2023.2186697,False,None,None
0161-2840,36940445,10.1080/01612840.2023.2186716,False,None,None
0161-2840,36920274,10.1080/01612840.2023.2174218,False,None,None
0161-2840,36877917,10.1080/01612840.2023.2182096,False,None,None
0161-2840,36809115,10.1080/01612840.2022.2158684,False,None,None
0161-2840,36809114,10.1080/01612840.2023.2166773,False,None,None
0161-2840,36794344,10.1080/01612840.2023.2174219,False,None,None
0161-2840,36725369,10.1080/01612840.2022.2163439,False,None,None
0161-2840,36693056,10.1080/01612840.2022.2138437,False,None,None
0161-2840,36693055,10.1080/01612840.2022.2149189,False,None,None
0161-2840,36669165,10.1080/01612840.2023.2164912,False,None,None
0161-2840,36669164,10.1080/01612840.2022.2163440,False,None,None
0161-2840,36669129,10.1080/01612840.2022.2164097,False,None,None
0161-2840,36668726,10.1080/01612840.2022.2158407,False,None,None
0161-2840,36649626,10.1080/01612840.2022.2158408,False,None,None
0161-2840,36630647,10.1080/01612840.2022.2158683,False,None,None
0161-2840,36599116,10.1080/01612840.2022.2148497,False,None,None
0161-2840,36469730,10.1080/01612840.2022.2149908,False,None,None
0161-2840,36445846,10.1080/01612840.2022.2148028,False,None,None
0161-2840,36383983,10.1080/01612840.2022.2138246,False,None,None
0161-2840,36383982,10.1080/01612840.2022.2111949,False,None,None
0161-2840,36383445,10.1080/01612840.2022.2138653,False,None,None
0161-2840,36383411,10.1080/01612840.2022.2137265,False,None,None
0161-2840,36369859,10.1080/01612840.2022.2139102,False,None,None
0161-2840,36369705,10.1080/01612840.2022.2140538,False,None,None
0161-2840,36368928,10.1080/01612840.2022.2134530,False,None,None
0161-2840,36279193,10.1080/01612840.2022.2132329,False,None,None
0161-2840,36251344,10.1080/01612840.2022.2129532,False,None,None
0161-2840,36227892,10.1080/01612840.2022.2132328,False,None,None
0161-2840,36206035,10.1080/01612840.2022.2128125,False,None,None
0161-2840,36206026,10.1080/01612840.2022.2126570,False,None,None
0161-2840,36205922,10.1080/01612840.2022.2124003,False,None,None
0161-2840,36179010,10.1080/01612840.2022.2126569,False,None,None
0161-2840,36178465,10.1080/01612840.2022.2126571,False,None,None
0161-2840,36170052,10.1080/01612840.2022.2127039,False,None,None
0161-2840,36150111,10.1080/01612840.2022.2124005,False,None,None
0161-2840,36136610,10.1080/01612840.2022.2122431,False,None,None
0161-2840,36099551,10.1080/01612840.2022.2108528,False,None,None
0161-2840,36053887,10.1080/01612840.2022.2116510,False,None,None
0161-2840,36053790,10.1080/01612840.2022.2116135,False,None,None
0161-2840,36049210,10.1080/01612840.2022.2116136,False,None,None
