ISSN,PMID
0891-5245,37407179
0891-5245,37407178
0891-5245,37354156
0891-5245,37330729
0891-5245,37278672
0891-5245,37256251
0891-5245,37245130
0891-5245,37245129
0891-5245,37245128
0891-5245,37227325
0891-5245,37227324
0891-5245,37204373
0891-5245,37178094
0891-5245,37141221
0891-5245,37061901
0891-5245,37031100
0891-5245,37031099
0891-5245,37024370
0891-5245,36973102
0891-5245,36948964
0891-5245,36925347
0891-5245,36914456
0891-5245,36894447
0891-5245,36890039
0891-5245,36890038
0891-5245,36882351
0891-5245,36863886
0891-5245,36842842
0891-5245,36813652
0891-5245,36764888
0891-5245,36737305
0891-5245,36737304
0891-5245,36717299
0891-5245,36682970
0891-5245,36682969
0891-5245,36670018
0891-5245,36639341
0891-5245,36631350
0891-5245,36624017
0891-5245,36588055
0891-5245,36572587
0891-5245,36549986
0891-5245,36529554
0891-5245,36528487
0891-5245,36528486
0891-5245,36528485
0891-5245,36526357
0891-5245,36470799
0891-5245,36470798
0891-5245,36464520
0891-5245,36462998
0891-5245,36460544
0891-5245,36402627
0891-5245,36400626
0891-5245,36376158
0891-5245,36372630
0891-5245,36347759
0891-5245,36334949
0891-5245,36307282
0891-5245,36283892
0891-5245,36266165
0891-5245,36257899
0891-5245,36257898
0891-5245,36243619
0891-5245,36216644
0891-5245,36184376
0891-5245,36184375
0891-5245,36184374
0891-5245,36175312
0891-5245,36163117
0891-5245,36117074
0891-5245,36117073
0891-5245,36064764
0891-5245,36064763
0891-5245,35977849
1055-3290,37487174
1055-3290,37378566
1055-3290,37378565
1055-3290,37327325
1055-3290,37224079
1055-3290,37199426
1055-3290,37141172
1055-3290,37141167
1055-3290,37141161
1055-3290,37129477
1055-3290,37129476
1055-3290,37129475
1055-3290,37099022
1055-3290,37098817
1055-3290,37068003
1055-3290,37067998
1055-3290,37067994
1055-3290,36917650
1055-3290,36917646
1055-3290,36897568
1055-3290,36821839
1055-3290,36821838
1055-3290,36752749
1055-3290,36752748
1055-3290,36752746
1055-3290,36752744
1055-3290,36728048
1055-3290,36662654
1055-3290,36656097
1055-3290,36656096
1055-3290,36656095
1055-3290,36656094
1055-3290,36656093
1055-3290,36656092
1055-3290,36656091
1055-3290,36656090
1055-3290,36656089
1055-3290,36656088
1055-3290,36652200
1055-3290,36607312
1055-3290,36576513
1055-3290,36563302
1055-3290,36524875
1055-3290,36511759
1055-3290,36480519
1055-3290,36355599
1055-3290,36198119
1055-3290,36198116
1055-3290,36198008
1055-3290,36197992
1055-3290,36197957
1055-3290,36170124
1055-3290,36170123
1055-3290,36094470
1055-3290,36094468
1055-3290,35878321
1055-3290,35878049
1055-3290,35878046
1055-3290,35862630
1055-3290,35622464
1055-3290,35604846
1322-7696,37360919
1322-7696,37360918
1322-7696,36591534
1322-7696,36156900
1322-7696,36128018
1322-7696,35765377
0002-0443,37463265
0002-0443,37463264
0002-0443,37463263
0002-0443,37463262
0002-0443,37463261
0002-0443,37463260
0002-0443,37463259
0002-0443,37463258
0002-0443,37463257
0002-0443,37449822
0002-0443,37449815
0002-0443,37449805
0002-0443,37219887
0002-0443,37219886
0002-0443,37219885
0002-0443,37219884
0002-0443,37219883
0002-0443,37219882
0002-0443,37219881
0002-0443,37219880
0002-0443,37184496
0002-0443,37184482
0002-0443,37184457
0002-0443,37172009
0002-0443,37098870
0002-0443,37098869
0002-0443,37098868
0002-0443,37098867
0002-0443,37098866
0002-0443,37098865
0002-0443,37098864
0002-0443,37098863
0002-0443,37098862
0002-0443,37098861
0002-0443,37098860
0002-0443,36951951
0002-0443,36951950
0002-0443,36951949
0002-0443,36951948
0002-0443,36951947
0002-0443,36951946
0002-0443,36916797
0002-0443,36916793
0002-0443,36916790
0002-0443,36916787
0002-0443,36821502
0002-0443,36821501
0002-0443,36821500
0002-0443,36821499
0002-0443,36821498
0002-0443,36821497
0002-0443,36821496
0002-0443,36821495
0002-0443,36821494
0002-0443,36753455
0002-0443,36753439
0002-0443,36693002
0002-0443,36693001
0002-0443,36693000
0002-0443,36692999
0002-0443,36692998
0002-0443,36692997
0002-0443,36692996
0002-0443,36692995
0002-0443,36692994
0002-0443,36542445
0002-0443,36542444
0002-0443,36542443
0002-0443,36542442
0002-0443,36542441
0002-0443,36542440
0002-0443,36542439
0002-0443,36542438
0002-0443,36542437
0002-0443,36542436
0002-0443,36484739
0002-0443,36409264
0002-0443,36409262
0002-0443,36409261
0002-0443,36409260
0002-0443,36409259
0002-0443,36409258
0002-0443,36409257
0002-0443,36409256
0002-0443,36409255
0002-0443,36409254
0002-0443,36409253
0002-0443,36409252
0002-0443,36301872
0002-0443,36301871
0002-0443,36301870
0002-0443,36301869
0002-0443,36301868
0002-0443,36301867
0002-0443,36301866
0002-0443,36301865
0002-0443,36301864
0002-0443,36252057
0002-0443,36251982
0002-0443,36251967
0190-535X,37155982
0190-535X,37155981
0190-535X,37155980
0190-535X,37155979
0190-535X,37155978
0190-535X,37155977
0190-535X,37155976
0190-535X,37155975
0190-535X,37155974
0190-535X,37155973
0190-535X,37155972
1466-7681,37475209
1466-7681,37403431
1466-7681,37357707
1466-7681,37357699
1466-7681,37338521
1466-7681,37335286
1466-7681,37334875
1466-7681,37334499
1466-7681,37332250
1466-7681,37322615
1466-7681,37316438
1466-7681,37312673
1466-7681,37310807
1466-7681,37303092
1466-7681,37226641
1466-7681,37186349
1466-7681,37158130
1466-7681,37138442
1466-7681,37106477
1466-7681,37070352
1466-7681,37070337
1466-7681,37062857
1466-7681,37032463
1466-7681,36991523
1466-7681,36988486
1466-7681,36988485
1466-7681,36973865
1466-7681,36919268
1466-7681,36919256
1466-7681,36911891
1466-7681,36899487
1466-7681,36899484
1466-7681,36894517
1466-7681,36880979
1466-7681,36852428
1466-7681,36846929
1466-7681,36846926
1466-7681,36846907
1466-7681,36807471
1466-7681,36799084
1466-7681,36779230
1466-7681,36750689
1466-7681,36748963
1466-7681,36727216
1466-7681,36567518
1466-7681,36263450
1466-7681,36205082
1466-7681,36043247
1466-7681,35909307
1466-7681,35761762
1466-7681,35719022
1466-7681,35462460
1466-7681,35355391
1466-7681,35324066
1466-7681,35313379
1466-7681,35218679
0161-2840,37494425
0161-2840,37459622
0161-2840,37450902
0161-2840,37450896
0161-2840,37437242
0161-2840,37428940
0161-2840,37418705
0161-2840,37418704
0161-2840,37410955
0161-2840,37410713
0161-2840,37410673
0161-2840,37379506
0161-2840,37364259
0161-2840,37364236
0161-2840,37343582
0161-2840,37327115
0161-2840,37319420
0161-2840,37319417
0161-2840,37319407
0161-2840,37315310
0161-2840,37307587
0161-2840,37294933
0161-2840,37279399
0161-2840,37279398
0161-2840,37279394
0161-2840,37279391
0161-2840,37279384
0161-2840,37267047
0161-2840,37267041
0161-2840,37229904
0161-2840,37229657
0161-2840,37224823
0161-2840,37224817
0161-2840,37216658
0161-2840,37167098
0161-2840,37159845
0161-2840,37155597
0161-2840,37126802
0161-2840,37126738
0161-2840,37105216
0161-2840,37075320
0161-2840,37075312
0161-2840,37075309
0161-2840,37075308
0161-2840,37067533
0161-2840,37053044
0161-2840,37052431
0161-2840,37043674
0161-2840,37015096
0161-2840,37015019
0161-2840,37011384
0161-2840,36989507
0161-2840,36988908
0161-2840,36972548
0161-2840,36972547
0161-2840,36972546
0161-2840,36952312
0161-2840,36943320
0161-2840,36940446
0161-2840,36940445
0161-2840,36920274
0161-2840,36877917
0161-2840,36809115
0161-2840,36809114
0161-2840,36794344
0161-2840,36725369
0161-2840,36693056
0161-2840,36693055
0161-2840,36669165
0161-2840,36669164
0161-2840,36669129
0161-2840,36668726
0161-2840,36649626
0161-2840,36630647
0161-2840,36599116
0161-2840,36469730
0161-2840,36445846
0161-2840,36383983
0161-2840,36383982
0161-2840,36383445
0161-2840,36383411
0161-2840,36369859
0161-2840,36369705
0161-2840,36368928
0161-2840,36279193
0161-2840,36251344
0161-2840,36227892
0161-2840,36206035
0161-2840,36206026
0161-2840,36205922
0161-2840,36179010
0161-2840,36178465
0161-2840,36170052
0161-2840,36150111
0161-2840,36136610
0161-2840,36099551
0161-2840,36053887
0161-2840,36053790
0161-2840,36049210
0161-2840,36049183
0161-2840,36041121
0161-2840,35994049
0161-2840,35984676
0161-2840,35980786
0161-2840,35930424
0161-2840,35930417
0161-2840,35913791
0161-2840,35895900
0161-2840,35849744
0161-2840,35849544
0161-2840,35839118
0161-2840,35724399
0161-2840,35708980
0161-2840,35687093
0161-2840,35666683
0161-2840,35658731
0161-2840,35311598
0161-2840,35119979
0161-2840,35104195
0161-2840,35104188
0161-2840,35025691
N/A,37524535
N/A,37524869
N/A,37524866
N/A,37523266
N/A,37522114
N/A,37521243
N/A,37520131
N/A,37519296
N/A,37515661
N/A,37515591
N/A,37515175
N/A,37513959
N/A,37513461
N/A,37512083
N/A,37504416
N/A,37503759
N/A,37499929
N/A,37499281
N/A,37496103
N/A,37496050
N/A,37494797
N/A,37489080
N/A,37484074
N/A,37483499
N/A,37480676
N/A,37479736
N/A,37478279
N/A,37477625
N/A,37476821
N/A,37474337
N/A,37469871
N/A,37469741
N/A,37469713
N/A,37468918
N/A,37467475
N/A,37464958
N/A,37463686
N/A,37459839
N/A,37459568
N/A,37459275
N/A,37458262
N/A,37455932
N/A,37455503
N/A,37452740
N/A,37450256
N/A,37450180
N/A,37448162
N/A,37446296
N/A,37444526
N/A,37441700
N/A,37440899
N/A,37439954
N/A,37438481
N/A,37438048
N/A,37436988
N/A,37436520
N/A,37435039
N/A,37434512
N/A,37433915
N/A,37432843
N/A,37430575
N/A,37429506
N/A,37429449
N/A,37427592
N/A,37426449
N/A,37425221
N/A,37424453
N/A,37424241
N/A,37421635
N/A,37419570
N/A,37419488
N/A,37417259
N/A,37415201
N/A,37414176
N/A,37409718
N/A,37409367
N/A,37406393
N/A,37405796
N/A,37403201
N/A,37403175
N/A,37398286
N/A,37393505
N/A,37391000
N/A,37390765
N/A,37384307
N/A,37384034
N/A,37382738
N/A,37378321
N/A,37376815
N/A,37370846
N/A,37367759
N/A,37366851
N/A,37366754
N/A,37364759
N/A,37364757
N/A,37364389
N/A,37358992
N/A,37357654
N/A,37354925
N/A,37353888
N/A,37352348
N/A,37352198
N/A,37351966
N/A,37351789
N/A,37351626
N/A,37350519
N/A,37348679
N/A,37345460
N/A,37345051
N/A,37343713
N/A,37342095
N/A,37340596
N/A,37340035
N/A,37336525
N/A,37336386
N/A,37336024
N/A,37336010
N/A,37334681
N/A,37334512
N/A,37332980
N/A,37331095
N/A,37330048
N/A,37326684
N/A,37325056
N/A,37324996
N/A,37322603
N/A,37318994
N/A,37318682
N/A,37317084
N/A,37316608
N/A,37315614
N/A,37314498
N/A,37313670
N/A,37313665
N/A,37313406
N/A,37312413
N/A,37311357
N/A,37309698
N/A,37304021
N/A,37303037
N/A,37301529
N/A,37298704
N/A,37297511
N/A,37294374
N/A,37290785
N/A,37289997
N/A,37289614
N/A,37285306
N/A,37284230
N/A,37280759
N/A,37280531
N/A,37277963
N/A,37271544
N/A,37271043
N/A,37268086
N/A,37266608
N/A,37266490
N/A,37266438
N/A,37266119
N/A,37265708
N/A,37265705
N/A,37261524
N/A,37261403
N/A,37257823
N/A,37257634
N/A,37256107
N/A,37253112
N/A,37252273
N/A,37248688
N/A,37248033
N/A,37245297
N/A,37240878
N/A,37238921
N/A,37238268
N/A,37237487
N/A,37226962
N/A,37226451
N/A,37221781
N/A,37219627
N/A,37219134
N/A,37218652
N/A,37217067
N/A,37212535
N/A,37211337
N/A,37209659
N/A,37209542
N/A,37207525
N/A,37207188
N/A,37206105
N/A,37203597
N/A,37201516
N/A,37196864
N/A,37196735
N/A,37194048
N/A,37194013
N/A,37193817
N/A,37193792
N/A,37187585
N/A,37186216
N/A,37185941
N/A,37179200
N/A,37178404
N/A,37174115
N/A,37172021
N/A,37171909
N/A,37171359
N/A,37170461
N/A,37169112
N/A,37166312
N/A,37164080
N/A,37163868
N/A,37163531
N/A,37163184
N/A,37163116
N/A,37160934
N/A,37151249
N/A,37150746
N/A,37149642
N/A,37149548
N/A,37144890
N/A,37143691
N/A,37143677
N/A,37143500
N/A,37143079
N/A,37141069
N/A,37128875
N/A,37128675
N/A,37127775
N/A,37126053
N/A,37123309
N/A,37122866
N/A,37122289
N/A,37120707
N/A,37119158
N/A,37116775
N/A,37116125
N/A,37110707
N/A,37108210
N/A,37105560
N/A,37103627
N/A,37101187
N/A,37100763
N/A,37097647
N/A,37095100
N/A,37089919
N/A,37088960
N/A,37088236
N/A,37088126
N/A,37086814
N/A,37085043
N/A,37084954
N/A,37083698
N/A,37081604
N/A,37079558
N/A,37076933
N/A,37076778
N/A,37072632
N/A,37070717
N/A,37067644
N/A,37061215
N/A,37060965
N/A,37060729
N/A,37059538
N/A,37056497
N/A,37055722
N/A,37055508
N/A,37055386
N/A,37054911
N/A,37054663
N/A,37051157
N/A,37049724
N/A,37048543
N/A,37043034
N/A,37043009
N/A,37038264
N/A,37035160
N/A,37034766
N/A,37033009
N/A,37027986
N/A,37025761
N/A,37020916
N/A,37018649
N/A,37017978
N/A,37015727
N/A,37015299
N/A,37014396
N/A,37013976
N/A,37013624
N/A,37013455
N/A,37012283
N/A,37008971
N/A,37008360
N/A,37007987
N/A,37005549
N/A,37002370
N/A,37001238
N/A,36999978
N/A,36998824
N/A,36998318
N/A,36998058
N/A,36996894
N/A,36995541
N/A,36994514
N/A,36993907
N/A,36991522
N/A,36989158
N/A,36988350
N/A,36987382
N/A,36986130
N/A,36985978
N/A,36984796
N/A,36983564
N/A,36982959
N/A,36982785
N/A,36982259
N/A,36982033
N/A,36980326
N/A,36978535
N/A,36975269
N/A,36973177
N/A,36971140
N/A,36970796
N/A,36969229
N/A,36968039
N/A,36967708
N/A,36967594
N/A,36963160
N/A,36961113
N/A,36950251
N/A,36948345
N/A,36946749
N/A,36946002
N/A,36944429
N/A,36940889
N/A,36937934
N/A,36936497
N/A,36935605
N/A,36935292
N/A,36934981
N/A,36932120
N/A,36931411
N/A,36929003
N/A,36926796
N/A,36923539
N/A,36921118
N/A,36920973
N/A,36919074
N/A,36918519
N/A,36917924
N/A,36917900
N/A,36917188
N/A,36916394
N/A,36915956
N/A,36914784
N/A,36913467
N/A,36912606
N/A,36908439
N/A,36907269
N/A,36906577
N/A,36906166
N/A,36905059
N/A,36904280
N/A,36903581
N/A,36903018
N/A,36898478
N/A,36896542
N/A,36896533
N/A,36894965
N/A,36894634
N/A,36894396
N/A,36894310
N/A,36891658
N/A,36890604
N/A,36889427
N/A,36889296
N/A,36889203
N/A,36884168
N/A,36882174
N/A,36881249
N/A,36881048
N/A,36878740
N/A,36877623
N/A,36877298
N/A,36872589
N/A,36871478
N/A,36870896
N/A,36870258
N/A,36870245
N/A,36867012
N/A,36864982
N/A,36862918
N/A,36862869
N/A,36862228
N/A,36860867
N/A,36859169
N/A,36852256
N/A,36846658
N/A,36845917
N/A,36845263
N/A,36843342
N/A,36840471
N/A,36838148
N/A,36835879
N/A,36834595
N/A,36833433
N/A,36832265
N/A,36832124
N/A,36829901
N/A,36828807
N/A,36827897
N/A,36825772
N/A,36823555
N/A,36823513
N/A,36821116
N/A,36818707
N/A,36814699
N/A,36811062
N/A,36809284
N/A,36809283
N/A,36807358
N/A,36805944
N/A,36804879
N/A,36803212
N/A,36802462
N/A,36802389
N/A,36801045
N/A,36800182
N/A,36799883
N/A,36798823
N/A,36796723
N/A,36794140
N/A,36792590
N/A,36792561
N/A,36787898
N/A,36787324
N/A,36787259
N/A,36786782
N/A,36786781
N/A,36785897
N/A,36782150
N/A,36780323
N/A,36775860
N/A,36772540
N/A,36769088
N/A,36768284
N/A,36766619
N/A,36766238
N/A,36764476
N/A,36759572
N/A,36759490
N/A,36759256
N/A,36750468
N/A,36750457
N/A,36749470
N/A,36747358
N/A,36745237
N/A,36744914
N/A,36741570
N/A,36741255
N/A,36740948
N/A,36739069
N/A,36738496
N/A,36732835
N/A,36732041
N/A,36730319
N/A,36729329
N/A,36728890
N/A,36727535
N/A,36727164
N/A,36727163
N/A,36726474
N/A,36725430
N/A,36719035
N/A,36718559
N/A,36717428
N/A,36716845
N/A,36715090
N/A,36713943
N/A,36711408
N/A,36709670
N/A,36709367
N/A,36707418
N/A,36704523
N/A,36703990
N/A,36702900
N/A,36702365
N/A,36701947
N/A,36700756
N/A,36693518
N/A,36691274
N/A,36690892
N/A,36690639
N/A,36687649
N/A,36687526
N/A,36684934
N/A,36680667
N/A,36679220
N/A,36677943
N/A,36677701
N/A,36677648
N/A,36676667
N/A,36676361
N/A,36675810
N/A,36674732
N/A,36672449
N/A,36670324
N/A,36662733
N/A,36662399
N/A,36657702
N/A,36651566
N/A,36650700
N/A,36649688
N/A,36647225
N/A,36641878
N/A,36638236
N/A,36635759
N/A,36634999
N/A,36634967
N/A,36634708
N/A,36633894
N/A,36633558
N/A,36629398
N/A,36628342
N/A,36627741
N/A,36623445
N/A,36623243
N/A,36621670
N/A,36620546
N/A,36619940
N/A,36617236
N/A,36616487
N/A,36615870
N/A,36615303
N/A,36614416
N/A,36614374
N/A,36613556
N/A,36611161
N/A,36610734
N/A,36610298
N/A,36609936
N/A,36609673
N/A,36609273
N/A,36608418
N/A,36606617
N/A,36605785
N/A,36601118
N/A,36600122
N/A,36599932
N/A,36597171
N/A,36596750
N/A,36595815
N/A,36594463
N/A,36593252
N/A,36592714
N/A,36588420
N/A,36587419
N/A,36586381
N/A,36584045
N/A,36584035
N/A,36582384
N/A,36579651
N/A,36577050
N/A,36575811
N/A,36574392
N/A,36572591
N/A,36571417
N/A,36568297
N/A,36567763
N/A,36567456
N/A,36565677
N/A,36565542
N/A,36564036
N/A,36563318
N/A,36560439
N/A,36559571
N/A,36559036
N/A,36558228
N/A,36557167
N/A,36557121
N/A,36554551
N/A,36554315
N/A,36552734
N/A,36552002
N/A,36547077
N/A,36536608
N/A,36536253
N/A,36535451
N/A,36534899
N/A,36532357
N/A,36530998
N/A,36530956
N/A,36528898
N/A,36527414
N/A,36524877
N/A,36524168
N/A,36522480
N/A,36520433
N/A,36517011
N/A,36515940
N/A,36503986
N/A,36503912
N/A,36503851
N/A,36502476
N/A,36502035
N/A,36501993
N/A,36498795
N/A,36493620
N/A,36482171
N/A,36479956
N/A,36478424
N/A,36478315
N/A,36476583
N/A,36476508
N/A,36476444
N/A,36471827
N/A,36471465
N/A,36470073
N/A,36468472
N/A,36464990
N/A,36463295
N/A,36463110
N/A,36462377
N/A,36458371
N/A,36458049
N/A,36455755
N/A,36455541
N/A,36454973
N/A,36452921
N/A,36450290
N/A,36450289
N/A,36448468
N/A,36446495
N/A,36446458
N/A,36444557
N/A,36443337
N/A,36443320
N/A,36443255
N/A,36442811
N/A,36442737
N/A,36442525
N/A,36441395
N/A,36441025
N/A,36431192
N/A,36428202
N/A,36427299
N/A,36423813
N/A,36420564
N/A,36416909
N/A,36410625
N/A,36410624
N/A,36410114
N/A,36409877
N/A,36409189
N/A,36408210
N/A,36406862
N/A,36405744
N/A,36404549
N/A,36404450
N/A,36403035
N/A,36399393
N/A,36397275
N/A,36397133
N/A,36396712
N/A,36395614
N/A,36395574
N/A,36395146
N/A,36393852
N/A,36380187
N/A,36379905
N/A,36378055
N/A,36375732
N/A,36371950
N/A,36367490
N/A,36364218
N/A,36363248
N/A,36360528
N/A,36359575
N/A,36358028
N/A,36357549
N/A,36357213
N/A,36355008
N/A,36354581
N/A,36354133
N/A,36351925
N/A,36345981
N/A,36345620
N/A,36342409
N/A,36336783
N/A,36335839
N/A,36335317
N/A,36331828
N/A,36330722
N/A,36328042
N/A,36327286
N/A,36324040
N/A,36323211
N/A,36322868
N/A,36319752
N/A,36319058
N/A,36315545
N/A,36312733
N/A,36310166
N/A,36309388
N/A,36308509
N/A,36308297
N/A,36308075
N/A,36307644
N/A,36288864
N/A,36284035
N/A,36283792
N/A,36283271
N/A,36283137
N/A,36282054
N/A,36274254
N/A,36273717
N/A,36270561
N/A,36270408
N/A,36267498
N/A,36264633
N/A,36259516
N/A,36255539
N/A,36253443
N/A,36253146
N/A,36252783
N/A,36252739
N/A,36245343
N/A,36245058
N/A,36241090
N/A,36240494
N/A,36229421
N/A,36228899
N/A,36223489
N/A,36223071
N/A,36220616
N/A,36219910
N/A,36216168
N/A,36209375
N/A,36202307
N/A,36191657
N/A,36191655
N/A,36190727
N/A,36184150
N/A,36177976
N/A,36176051
N/A,36170913
N/A,36170125
N/A,36155080
N/A,36152863
N/A,36150308
N/A,36136326
N/A,36124535
N/A,36123398
N/A,36120829
N/A,36113752
N/A,36113333
N/A,36108097
N/A,36107704
N/A,36104650
N/A,36089192
N/A,36088732
N/A,36087618
N/A,36087617
N/A,36087296
N/A,36084855
N/A,36083797
N/A,36069310
N/A,36068964
N/A,36064756
N/A,36064085
N/A,36058109
N/A,36056856
N/A,36055551
N/A,36055529
N/A,36031161
N/A,36029901
N/A,35998271
N/A,35996327
N/A,35989670
N/A,35988305
N/A,35987280
N/A,35987269
N/A,35978452
N/A,35977622
N/A,35976400
N/A,35975633
N/A,35965399
N/A,35963541
N/A,35943422
N/A,35927073
N/A,35854654
N/A,35853373
N/A,35835068
N/A,35821149
N/A,35815790
N/A,35799897
N/A,35792710
N/A,35779589
N/A,35723728
N/A,35722684
N/A,35713247
N/A,35704087
N/A,35697275
N/A,35695074
N/A,35681109
N/A,35645321
N/A,35611669
N/A,35490079
N/A,35438353
N/A,35379075
N/A,35352330
N/A,35311414
N/A,35302698
N/A,35278714
N/A,35157260
N/A,35077382
N/A,35016209
N/A,34962444
N/A,34919016
N/A,34792687
N/A,34730451
N/A,34633879
N/A,34622354
N/A,34590245
N/A,34338959
N/A,34289783
N/A,34133243
N/A,34120667
N/A,33891524
N/A,33724168
N/A,33499724
N/A,31549852
0193-9459,37466181
0193-9459,37431090
0193-9459,37403774
0193-9459,37395494
0193-9459,37382364
0193-9459,37382361
0193-9459,37377383
0193-9459,37377369
0193-9459,37326245
0193-9459,37326204
0193-9459,37322879
0193-9459,37317876
0193-9459,37288541
0193-9459,37288523
0193-9459,37288519
0193-9459,37272719
0193-9459,37161397
0193-9459,37161311
0193-9459,37151107
0193-9459,37151052
0193-9459,37114972
0193-9459,37114971
0193-9459,37114849
0193-9459,37114846
0193-9459,37096318
0193-9459,37089109
0193-9459,37085991
0193-9459,37085988
0193-9459,37085980
0193-9459,37052385
0193-9459,37021840
0193-9459,37021833
0193-9459,36971304
0193-9459,36964702
0193-9459,36964700
0193-9459,36964699
0193-9459,36945181
0193-9459,36916649
0193-9459,36782383
0193-9459,36744635
0193-9459,36733217
0193-9459,36717969
0193-9459,36715305
0193-9459,36715267
0193-9459,36691709
0193-9459,36660919
0193-9459,36625341
0193-9459,36582050
0193-9459,36582045
0193-9459,36529992
0193-9459,36529990
0193-9459,36515369
0193-9459,36495228
0193-9459,36482715
0193-9459,36482693
0193-9459,36461160
0193-9459,36408568
0193-9459,36380573
0193-9459,36377089
0193-9459,36377080
0193-9459,36333891
0193-9459,36333867
0193-9459,36324264
0193-9459,36324263
0193-9459,36317232
0193-9459,36254404
0193-9459,36250352
0193-9459,36226655
0193-9459,36217759
0193-9459,36214104
0193-9459,36196024
0193-9459,36196018
0193-9459,36154536
0193-9459,36154334
0193-9459,36120855
0193-9459,36112762
0193-9459,36016493
0193-9459,35919019
0193-9459,35919018
0193-9459,35897163
0193-9459,35897162
0193-9459,35876028
0193-9459,35876005
0193-9459,35855535
0193-9459,35836367
0193-9459,35801285
0193-9459,35801265
0193-9459,35775102
0193-9459,35746881
0193-9459,35711105
0193-9459,35711104
0193-9459,35614567
0193-9459,35610951
0193-9459,35587721
0193-9459,35148648
0193-9459,34493117
0193-9459,34433344
0193-9459,34369237
0193-9459,34353188
0193-9459,34338105
0193-9459,34301166
0193-9459,34301163
0193-9459,34282682
0193-9459,34261395
0193-9459,34261376
0193-9459,34250870
0193-9459,34250869
0193-9459,34238084
0193-9459,34238076
0193-9459,34238074
0193-9459,34196233
0193-9459,34166141
0193-9459,34137309
0193-9459,32880238
0737-1209,37495551
0737-1209,37495542
0737-1209,37489766
0737-1209,37489515
0737-1209,37482903
0737-1209,37475212
0737-1209,37462182
0737-1209,37443414
0737-1209,37424148
0737-1209,37415444
0737-1209,37408331
0737-1209,37392096
0737-1209,37357425
0737-1209,37317821
0737-1209,37312592
0737-1209,37289142
0737-1209,37270674
0737-1209,37254698
0737-1209,37254592
0737-1209,37232390
0737-1209,37232054
0737-1209,37177843
0737-1209,37166791
0737-1209,37141152
0737-1209,37132283
0737-1209,37132164
0737-1209,37119004
0737-1209,37114457
0737-1209,37102455
0737-1209,37098690
0737-1209,37083040
0737-1209,37079434
0737-1209,37042082
0737-1209,37038361
0737-1209,36961114
0737-1209,36943180
0737-1209,36943178
0737-1209,36942483
0737-1209,36938938
0737-1209,36929652
0737-1209,36895127
0737-1209,36882994
0737-1209,36880197
0737-1209,36880176
0737-1209,36872915
0737-1209,36872883
0737-1209,36872643
0737-1209,36811301
0737-1209,36805622
0737-1209,36760037
0737-1209,36748309
0737-1209,36740747
0737-1209,36726349
0737-1209,36718549
0737-1209,36710566
0737-1209,36703615
0737-1209,36683284
0737-1209,36662767
0737-1209,36633577
0737-1209,36633567
0737-1209,36625331
0737-1209,36604827
0737-1209,36580068
0737-1209,36571788
0737-1209,36527363
0737-1209,36519958
0737-1209,36519942
0737-1209,36519928
0737-1209,36510672
0737-1209,36510671
0737-1209,36495224
0737-1209,36478298
0737-1209,36437531
0737-1209,36427051
0737-1209,36413060
0737-1209,36380448
0737-1209,36377302
0737-1209,36372956
0737-1209,36372954
0737-1209,36372948
0737-1209,36352831
0737-1209,36345609
0737-1209,36300834
0737-1209,36300833
0737-1209,36300832
0737-1209,36285363
0737-1209,36271604
0737-1209,36259565
0737-1209,36251216
0737-1209,36217564
0737-1209,36168152
0737-1209,36163702
0737-1209,36128933
0737-1209,36128924
0737-1209,36069312
0737-1209,36062958
0737-1209,36053216
0737-1209,36037409
0737-1209,36029140
0737-1209,36029122
0737-1209,36029098
0737-1209,36000571
0737-1209,36000570
0737-1209,35971907
0737-1209,35899984
0737-1209,35899908
0737-1209,35864583
0737-1209,35864557
0737-1209,35844065
0737-1209,35810456
0737-1209,35802357
0737-1209,35801999
0737-1209,35796329
0737-1209,35789117
0737-1209,35763836
0737-1209,35751908
0737-1209,35714669
0737-1209,35714667
0737-1209,35714655
0737-1209,35689836
0737-1209,35689835
0737-1209,35666995
0737-1209,35654084
0737-1209,35609208
0737-1209,35594576
0361-929X,37406197
0361-929X,37365712
0361-929X,37365711
0361-929X,37365710
0361-929X,37365708
0361-929X,37365707
0361-929X,37365706
0361-929X,37365705
0361-929X,37365704
0361-929X,37365703
0361-929X,37365702
0361-929X,37335549
0361-929X,37326600
0361-929X,37326551
0361-929X,37326514
0361-929X,37101337
0361-929X,37101336
0361-929X,37101335
0361-929X,37101333
0361-929X,37101332
0361-929X,37101331
0361-929X,37101330
0361-929X,37101329
0361-929X,37101328
0361-929X,36988297
0361-929X,36943899
0361-929X,36943874
0361-929X,36943837
0361-929X,36943828
0361-929X,36823733
0361-929X,36823732
0361-929X,36823731
0361-929X,36823729
0361-929X,36823728
0361-929X,36823727
0361-929X,36823726
0361-929X,36823725
0361-929X,36823724
0361-929X,36823723
0361-929X,36744889
0361-929X,36744869
0361-929X,36744867
0361-929X,36744856
0361-929X,36729894
0361-929X,36729885
0361-929X,36472495
0361-929X,36472494
0361-929X,36469900
0361-929X,36469899
0361-929X,36469897
0361-929X,36469896
0361-929X,36469895
0361-929X,36469894
0361-929X,36469893
0361-929X,36469892
0361-929X,36469891
0361-929X,36227083
0361-929X,36227082
0361-929X,36227081
0361-929X,36227079
0361-929X,36227078
0361-929X,36227077
0361-929X,36227076
0361-929X,36227075
0361-929X,36227074
