ISSN,PMID,DOI
N/A,36961113,10.1021/acs.orglett.3c00674
N/A,36950251,10.1177/17562848231154103
N/A,36948345,10.1016/j.steroids.2023.109226
N/A,36946749,10.1097/DSS.0000000000003742
N/A,36946002,10.1002/rcm.9510
N/A,36944429,10.9778/cmajo.20220124
N/A,36940889,10.1016/j.neubiorev.2023.105139
N/A,36937934,10.3389/fcvm.2023.1100160
N/A,36936497,10.3389/fnagi.2023.1124445
N/A,36935605,10.14366/usg.22119
N/A,36935292,10.1016/j.japh.2023.02.016
N/A,36934981,10.1016/j.ahj.2023.03.002
N/A,36932120,10.1038/s41598-023-27685-2
N/A,36931411,10.1016/j.jep.2023.116331
N/A,36929003,10.1093/procel/pwac019
N/A,36926796,10.1021/acsami.3c00732
N/A,36923539,10.7150/thno.80294
N/A,36921118,10.1097/CM9.0000000000002604
N/A,36920973,10.1371/journal.pone.0282727
N/A,36919074,10.7759/cureus.34827
N/A,36918519,10.5090/jcs.22.139
N/A,36917924,10.1016/j.ejca.2023.01.034
N/A,36917900,10.1016/j.redox.2023.102659
N/A,36917188,10.1172/JCI156537
N/A,36916394,10.2217/nnm-2022-0287
N/A,36915956,10.1111/ajco.13932
N/A,36914784,10.1007/s00464-023-09989-6
N/A,36913467,10.1016/j.tjnut.2022.12.012
N/A,36912606,10.1021/acs.analchem.2c05191
N/A,36908439,10.3389/fpubh.2023.1108750
N/A,36907269,10.1016/j.wneu.2023.03.023
N/A,36906577,10.1038/s41467-023-36787-4
N/A,36906166,10.1016/j.fct.2023.113710
N/A,36905059,10.3390/s23052857
N/A,36904280,10.3390/nu15051282
N/A,36903581,10.3390/molecules28052336
N/A,36903018,10.3390/ma16051903
N/A,36898478,10.1016/j.fct.2023.113705
N/A,36896542,10.3934/mbe.2023241
N/A,36896533,10.3934/mbe.2023232
N/A,36894965,10.1186/s13000-023-01320-0
N/A,36894634,10.1038/s41564-023-01336-8
N/A,36894396,10.1016/j.vaccine.2023.02.079
N/A,36894310,10.1136/jmg-2022-108714
N/A,36891658,10.3803/EnM.2023.1670
N/A,36890604,10.1186/s42826-023-00156-5
N/A,36889427,10.1016/j.fct.2023.113704
N/A,36889296,10.1159/000529312
N/A,36889203,10.1016/j.gaitpost.2023.02.016
N/A,36884168,10.1007/s11356-023-26049-7
N/A,36882174,10.4111/icu.20220364
N/A,36881249,10.1007/s13770-023-00518-z
N/A,36881048,10.21873/invivo.13132
N/A,36878740,10.1016/j.jagp.2023.02.007
N/A,36877623,10.1097/PRS.0000000000010356
N/A,36877298,10.1007/s11357-023-00766-w
N/A,36872589,10.1177/19417381231152490
N/A,36871478,10.1016/j.jmbbm.2023.105739
N/A,36870896,10.1016/j.hbpd.2023.02.009
N/A,36870258,10.1016/j.animal.2023.100728
N/A,36870245,10.1016/j.clnu.2023.02.001
N/A,36867012,10.1097/MRR.0000000000000573
N/A,36864982,10.1016/j.eclinm.2023.101847
N/A,36862918,10.1097/MD.0000000000033179
N/A,36862869,10.1097/MD.0000000000033022
N/A,36862228,10.1007/s00240-023-01417-7
N/A,36860867,10.3389/fimmu.2023.1114368
N/A,36859169,10.1186/s10194-023-01540-1
N/A,36852256,10.1016/j.buildenv.2023.110136
N/A,36846658,10.1016/j.heliyon.2023.e13563
N/A,36845917,10.1039/d2sc06915f
N/A,36845263,10.17161/kjm.vol16.18138
N/A,36843342,10.1111/exd.14781
N/A,36840471,10.1111/cge.14315
N/A,36838148,10.3390/mi14020448
N/A,36835879,10.3390/jcm12041343
N/A,36834595,10.3390/ijms24043186
N/A,36833433,10.3390/genes14020507
N/A,36832265,10.3390/diagnostics13040777
N/A,36832124,10.3390/diagnostics13040636
N/A,36829901,10.3390/antiox12020338
N/A,36828807,10.1038/s41467-023-36620-y
N/A,36827897,10.1016/j.ecoenv.2023.114676
N/A,36825772,10.1002/mds.29367
N/A,36823555,10.1186/s12859-023-05173-8
N/A,36823513,10.1111/srt.13290
N/A,36821116,10.1001/jamanetworkopen.2023.0463
N/A,36818707,10.3348/jksr.2022.0158
N/A,36814699,10.12779/dnd.2023.22.1.28
N/A,36811062,10.1007/s10799-023-00391-1
N/A,36809284,10.1097/LVT.0000000000000056
N/A,36809283,10.1371/journal.pone.0282092
N/A,36807358,10.1038/s41467-023-36609-7
N/A,36805944,10.1016/j.ejmech.2023.115174
N/A,36804879,10.1186/s12957-023-02937-7
N/A,36803212,10.1186/s12245-023-00478-0
N/A,36802462,10.1021/acsabm.2c01084
N/A,36802389,10.1371/journal.pone.0282017
N/A,36801045,10.1016/j.jes.2022.07.021
N/A,36800182,10.1001/jamanetworkopen.2023.0023
N/A,36799883,10.1097/DSS.0000000000003723
N/A,36798823,10.3389/fonc.2023.1096968
N/A,36796723,10.1016/j.amjms.2023.02.003
N/A,36794140,10.21037/jtd-22-717
N/A,36792590,10.1038/s41377-023-01077-7
N/A,36792561,10.4070/kcj.2022.0247
N/A,36787898,10.15441/ceem.22.382
N/A,36787324,10.1371/journal.pone.0281715
N/A,36787259,10.1172/JCI169299
N/A,36786782,10.23736/S2724-606X.23.05236-3
N/A,36786781,10.23736/S2724-606X.23.05197-7
N/A,36785897,10.24272/j.issn.2095-8137.2022.384
N/A,36782150,10.1186/s12876-023-02669-8
N/A,36780323,10.1515/hsz-2022-0334
N/A,36775860,10.4014/jmb.2210.10051
N/A,36772540,10.3390/s23031500
N/A,36769088,10.3390/ijms24032761
N/A,36768284,10.3390/ijms24031962
N/A,36766619,10.3390/diagnostics13030515
N/A,36766238,10.3390/ani13030348
N/A,36764476,10.1016/j.fct.2023.113651
N/A,36759572,10.1038/s41388-023-02620-x
N/A,36759490,10.1007/s10072-023-06653-8
N/A,36759256,10.1016/j.biopsych.2022.10.015
N/A,36750468,10.5021/ad.35.002
N/A,36750457,10.5021/ad.22.118
N/A,36749470,10.1007/s12024-023-00583-9
N/A,36747358,10.23876/j.krcp.22.042
N/A,36745237,10.1007/s00540-023-03169-5
N/A,36744914,10.1093/jnci/djac239
N/A,36741570,10.3389/fpsyt.2022.1044742
N/A,36741255,10.7150/jca.78993
N/A,36740948,10.1111/jgh.16139
N/A,36739069,10.1016/j.athoracsur.2023.01.026
N/A,36738496,10.1016/j.biopha.2023.114357
N/A,36732835,10.1002/smtd.202201218
N/A,36732041,10.1017/S104161022300011X
N/A,36730319,10.1371/journal.pone.0280438
N/A,36729329,10.1007/s40259-023-00576-8
N/A,36728890,10.1097/IAE.0000000000003710
N/A,36727535,10.1002/cam4.5650
N/A,36727164,10.4093/dmj.2021.0320
N/A,36727163,10.4093/dmj.2021.0344
N/A,36726474,10.3389/fendo.2022.1119154
N/A,36725430,10.1016/j.vaccine.2023.01.038
N/A,36719035,10.1177/08982643231152520
N/A,36718559,10.3346/jkms.2023.38.e17
N/A,36717428,10.1007/s00464-023-09885-z
N/A,36716845,10.1016/j.ijbiomac.2023.123439
N/A,36715090,10.1093/nutrit/nuac110
N/A,36713943,10.15430/JCP.2022.27.4.229
N/A,36711408,10.3389/fpubh.2022.1109139
N/A,36709670,10.1016/j.bbrc.2023.01.063
N/A,36709367,10.1038/s41598-023-27919-3
N/A,36707418,10.1007/s00464-023-09871-5
N/A,36704523,10.3389/fsurg.2022.1056729
N/A,36703990,10.3389/fimmu.2022.1023553
N/A,36702900,10.1038/s41587-022-01639-x
N/A,36702365,10.1016/j.fct.2023.113620
N/A,36701947,10.1016/j.bios.2023.115060
N/A,36700756,10.1227/neu.0000000000002256
N/A,36693518,10.1016/j.fct.2023.113621
N/A,36691274,10.1094/PDIS-10-22-2463-RE
N/A,36690892,10.1007/s00464-023-09875-1
N/A,36690639,10.1038/s41467-023-36039-5
N/A,36687649,10.3389/fmicb.2022.1004175
N/A,36687526,10.3389/fncel.2022.1096872
N/A,36684934,10.3389/fpubh.2022.1016931
N/A,36680667,10.1007/s10646-023-02624-z
N/A,36679220,10.3390/polym15020339
N/A,36677943,10.3390/molecules28020886
N/A,36677701,10.3390/molecules28020643
N/A,36677648,10.3390/molecules28020591
N/A,36676667,10.3390/medicina59010043
N/A,36676361,10.3390/ma16020624
N/A,36675810,10.3390/jpm13010149
N/A,36674732,10.3390/ijms24021214
N/A,36672449,10.3390/cancers15020502
N/A,36670324,10.1007/s10620-023-07835-2
N/A,36662733,10.1371/journal.pone.0280601
N/A,36662399,10.1007/s12282-023-01434-9
N/A,36657702,10.1016/j.fct.2023.113622
N/A,36651566,10.1002/ana.26601
N/A,36650700,10.1002/ijc.34438
N/A,36649688,10.1159/000528431
N/A,36647225,10.3988/jcn.2022.0021
N/A,36641878,10.1016/j.bios.2023.115078
N/A,36638236,10.1021/acs.nanolett.2c03682
N/A,36635759,10.1186/s13195-023-01161-5
N/A,36634999,10.1002/smll.202205202
N/A,36634967,10.23876/j.krcp.22.024
N/A,36634708,10.1016/j.jconrel.2022.12.061
N/A,36633894,10.2196/40267
N/A,36633558,10.1021/acs.analchem.2c04499
N/A,36629398,10.15252/embr.202256074
N/A,36628342,10.3831/KPI.2022.25.4.390
N/A,36627741,10.4070/kcj.2022.0266
N/A,36623445,10.1016/j.drup.2022.100912
N/A,36623243,10.1200/JCO.22.01239
N/A,36621670,10.1016/j.fct.2023.113600
N/A,36620546,10.3389/fonc.2022.1052375
N/A,36619940,10.1007/s12552-022-09385-0
N/A,36617236,10.1093/mtomcs/mfac102
N/A,36616487,10.3390/polym15010134
N/A,36615870,10.3390/nu15010214
N/A,36615303,10.3390/molecules28010111
N/A,36614416,10.3390/ma16010076
N/A,36614374,10.3390/ma16010035
N/A,36613556,10.3390/ijms24010096
N/A,36611161,10.1186/s12929-023-00896-5
N/A,36610734,10.1093/molbev/msad002
N/A,36610298,10.1016/j.marpolbul.2022.114490
N/A,36609936,10.1007/s10120-022-01361-2
N/A,36609673,10.1038/s41598-023-27529-z
N/A,36609273,10.1186/s13048-022-01076-z
N/A,36608418,10.1016/j.meatsci.2022.109093
N/A,36606617,10.3348/kjr.2022.0894
N/A,36605785,10.3389/fneur.2022.1080244
N/A,36601118,10.3389/fimmu.2022.1080048
N/A,36600122,10.1007/s00330-022-09376-0
N/A,36599932,10.1038/s12276-022-00916-8
N/A,36597171,10.1186/s40662-022-00321-2
N/A,36596750,10.7181/acfs.2022.00983
N/A,36595815,10.1097/MD.0000000000032356
N/A,36594463,10.1172/JCI153733
N/A,36593252,10.1038/s41377-022-01053-7
N/A,36592714,10.1016/j.fct.2022.113575
N/A,36588420,10.3347/kjp.2022.60.6.423
N/A,36587419,10.1016/j.ejmech.2022.115053
N/A,36586381,10.1016/j.jpba.2022.115215
N/A,36584045,10.1371/journal.pone.0278467
N/A,36584035,10.1371/journal.pone.0279256
N/A,36582384,10.3389/fpubh.2022.1023797
N/A,36579651,10.1002/adhm.202202076
N/A,36577050,10.1089/fpd.2022.0051
N/A,36575811,10.5090/jcs.22.110
N/A,36574392,10.1371/journal.pone.0277692
N/A,36572591,10.1177/00332941221149175
N/A,36571417,10.3791/64737
N/A,36568297,10.3389/fbioe.2022.1066869
N/A,36567763,10.1155/2022/9001662
N/A,36567456,10.5056/jnm22016
N/A,36565677,10.1016/j.thromres.2022.11.016
N/A,36565542,10.1016/j.jpsychires.2022.12.019
N/A,36564036,10.1055/s-0042-1759764
N/A,36563318,10.1021/acs.molpharmaceut.2c00923
N/A,36560439,10.3390/vaccines10122029
N/A,36559571,10.3390/plants11243459
N/A,36559036,10.3390/ph15121585
N/A,36558228,10.3390/nano12244374
N/A,36557167,10.3390/membranes12121260
N/A,36557121,10.3390/membranes12121214
N/A,36554551,10.3390/ijerph192416670
N/A,36554315,10.3390/ijerph192416434
N/A,36552734,10.3390/cells11243972
N/A,36552002,10.3390/biomedicines10123246
N/A,36547077,10.3390/cimb44120416
N/A,36536608,10.1111/jopy.12803
N/A,36536253,10.1038/s41551-022-00980-5
N/A,36535451,10.1016/j.fct.2022.113560
N/A,36534899,10.1097/ALN.0000000000004438
N/A,36532357,10.3389/fvets.2022.902475
N/A,36530998,10.3389/fonc.2022.1058329
N/A,36530956,10.1155/2022/5352087
N/A,36528898,10.1016/j.chroma.2022.463708
N/A,36527414,10.1002/mds.29295
N/A,36524877,10.1080/14992027.2022.2155879
N/A,36524168,10.3389/fpsyg.2022.1070690
N/A,36522480,10.1038/s41416-022-02064-2
N/A,36520433,10.1001/jamanetworkopen.2022.47162
N/A,36517011,10.1292/jvms.22-0387
N/A,36515940,10.1001/jamapsychiatry.2022.4162
N/A,36503986,10.1093/cid/ciac942
N/A,36503912,10.1039/d2an01719a
N/A,36503851,10.1016/j.jad.2022.11.077
N/A,36502476,10.1007/s11356-022-24577-2
N/A,36502035,10.3390/s22239334
N/A,36501993,10.3390/s22239291
N/A,36498795,10.3390/jcm11237221
N/A,36493620,10.1016/j.ejmech.2022.114999
N/A,36482171,10.1038/s41598-022-25589-1
N/A,36479956,10.4088/JCP.22m14477
N/A,36478424,10.5021/ad.21.239
N/A,36478315,10.1007/s10620-022-07776-2
N/A,36476583,10.1186/s12885-022-10375-z
N/A,36476508,10.7554/eLife.78636
N/A,36476444,10.5090/jcs.22.092
N/A,36471827,10.1016/j.apjon.2022.100163
N/A,36471465,10.1094/PDIS-10-22-2368-PDN
N/A,36470073,10.1016/j.bbrc.2022.11.075
N/A,36468472,10.5051/jpis.2202080104
N/A,36464990,10.1002/jso.27165
N/A,36463295,10.1038/s41598-022-24732-2
N/A,36463110,10.1186/s12884-022-05240-7
N/A,36462377,10.1016/j.heares.2022.108649
N/A,36458371,10.14366/usg.22082
N/A,36458049,10.1177/17562848221137430
N/A,36455755,10.1016/j.ijpharm.2022.122454
N/A,36455541,10.1159/000526634
N/A,36454973,10.1371/journal.pone.0278610
N/A,36452921,10.3389/fmicb.2022.1013913
N/A,36450290,10.3947/ic.2022.0123
N/A,36450289,10.3947/ic.2022.0118
N/A,36448468,10.1111/jocs.17226
N/A,36446495,10.1016/j.carbpol.2022.120346
N/A,36446458,10.1136/bmjopen-2022-061146
N/A,36444557,10.1017/S0033291722003646
N/A,36443337,10.1038/s41467-022-34994-z
N/A,36443320,10.1038/s41598-022-23094-z
N/A,36443255,10.3967/bes2022.131
N/A,36442811,10.1016/j.jogoh.2022.102516
N/A,36442737,10.1016/j.fct.2022.113523
N/A,36442525,10.1016/j.lfs.2022.121217
N/A,36441395,10.1007/s12519-022-00638-x
N/A,36441025,10.1016/j.jbc.2022.102648
N/A,36431192,10.3390/jcm11226714
N/A,36428202,10.1053/j.jvca.2022.10.029
N/A,36427299,10.1126/sciadv.abo5284
N/A,36423813,10.1016/j.mcpro.2022.100452
N/A,36420564,10.3904/kjim.2022.084
N/A,36416909,10.1007/s00204-022-03406-y
N/A,36410625,10.1016/j.fct.2022.113516
N/A,36410624,10.1016/j.fct.2022.113517
N/A,36410114,10.1016/j.bioorg.2022.106260
N/A,36409877,10.1097/SCS.0000000000008658
N/A,36409189,10.1097/01.ASW.0000892488.90282.a4
N/A,36408210,10.1016/j.jesf.2022.11.002
N/A,36406862,10.1016/j.isci.2022.105571
N/A,36405744,10.3389/fimmu.2022.950441
N/A,36404549,10.3233/JAD-220745
N/A,36404450,10.1016/j.avsg.2022.09.052
N/A,36403035,10.1186/s12885-022-10275-2
N/A,36399393,10.1021/acssensors.2c02007
N/A,36397275,10.5946/ce.2022.132
N/A,36397133,10.1186/s13071-022-05569-0
N/A,36396712,10.1038/s41598-022-22386-8
N/A,36395614,10.1016/j.saa.2022.122026
N/A,36395574,10.1016/j.pediatrneurol.2022.10.005
N/A,36395146,10.1371/journal.pone.0277712
N/A,36393852,10.3389/fcell.2022.873264
N/A,36380187,10.1038/s42003-022-04021-4
N/A,36379905,10.5009/gnl220350
N/A,36378055,10.19852/j.cnki.jtcm.20220928.003
N/A,36375732,10.1016/j.fct.2022.113512
N/A,36371950,10.1016/j.marenvres.2022.105793
N/A,36367490,10.1016/j.fct.2022.113497
N/A,36364218,10.3390/molecules27217391
N/A,36363248,10.3390/ma15217657
N/A,36360528,10.3390/healthcare10112185
N/A,36359575,10.3390/diagnostics12112732
N/A,36358028,10.1002/ps.7283
N/A,36357549,10.1007/s00464-022-09276-w
N/A,36357213,10.1016/j.tibtech.2022.10.005
N/A,36355008,10.3390/md20110685
N/A,36354581,10.3390/bioengineering9110670
N/A,36354133,10.1002/ctm2.1076
N/A,36351925,10.1038/s41467-022-34470-8
N/A,36345981,10.1080/07853890.2022.2140452
N/A,36345620,10.4132/jptm.2022.09.29
N/A,36342409,10.1021/acs.analchem.2c03726
N/A,36336783,10.1080/13548506.2022.2142947
N/A,36335839,10.1016/j.pediatrneurol.2022.09.006
N/A,36335317,10.1186/s12903-022-02500-y
N/A,36331828,10.25259/IJDVL_759_2021
N/A,36330722,10.5397/cise.2021.00710
N/A,36328042,10.1016/S0140-6736(22)01846-3
N/A,36327286,10.1371/journal.pone.0277087
N/A,36324040,10.1007/s12072-022-10430-8
N/A,36323211,10.1016/j.watres.2022.119286
N/A,36322868,10.3928/02793695-20221027-03
N/A,36319752,10.1038/s12276-022-00870-5
N/A,36319058,10.1136/bmjopen-2022-063893
N/A,36315545,10.1109/JBHI.2022.3218166
N/A,36312733,10.1016/j.jgr.2022.03.009
N/A,36310166,10.1186/s12879-022-07798-1
N/A,36309388,10.21873/invivo.13006
N/A,36308509,10.1111/srt.13224
N/A,36308297,10.1111/exd.14699
N/A,36308075,10.4103/aja202277
N/A,36307644,10.1007/s12272-022-01413-2
N/A,36288864,10.21873/anticanres.16068
N/A,36284035,10.1007/s10620-022-07708-0
N/A,36283792,10.1016/j.aca.2022.340423
N/A,36283271,10.1016/j.scr.2022.102950
N/A,36283137,10.1016/j.clinbiomech.2022.105805
N/A,36282054,10.14670/HH-18-540
N/A,36274254,10.4097/kja.22378
N/A,36273717,10.1016/j.fct.2022.113494
N/A,36270561,10.1016/j.kint.2022.09.017
N/A,36270408,10.1016/j.fct.2022.113489
N/A,36267498,10.1016/j.eclinm.2022.101696
N/A,36264633,10.1172/jci.insight.149955
N/A,36259516,10.1016/j.jbc.2022.102511
N/A,36255539,10.1007/s10072-022-06446-5
N/A,36253443,10.1038/s41380-022-01822-1
N/A,36253146,10.1002/smll.202204341
N/A,36252783,10.1016/j.jse.2022.09.012
N/A,36252739,10.1016/j.fct.2022.113470
N/A,36245343,10.5217/ir.2022.00029
N/A,36245058,10.1038/s41388-022-02503-7
N/A,36241090,10.1016/j.fct.2022.113465
N/A,36240494,10.1093/mmy/myac083
N/A,36229421,10.1111/iej.13843
N/A,36228899,10.1016/j.fct.2022.113466
N/A,36223489,10.1021/acs.biomac.2c00952
N/A,36223071,10.1111/jipb.13385
N/A,36220616,10.1016/j.fct.2022.113460
N/A,36219910,10.1016/j.envint.2022.107569
N/A,36216168,10.1016/j.fct.2022.113459
N/A,36209375,10.1111/dth.15915
N/A,36202307,10.1016/j.fct.2022.113455
N/A,36191657,10.1016/j.fct.2022.113447
N/A,36191655,10.1016/j.fct.2022.113448
N/A,36190727,10.1111/jonm.13830
N/A,36184150,10.1016/j.carbpol.2022.120043
N/A,36177976,10.21053/ceo.2022.00857
N/A,36176051,10.1111/cts.13401
N/A,36170913,10.1016/j.fct.2022.113442
N/A,36170125,10.1093/jpp/rgac065
N/A,36155080,10.1016/j.fct.2022.113439
N/A,36152863,10.1016/j.scitotenv.2022.158862
N/A,36150308,10.1016/j.biopha.2022.113688
N/A,36136326,10.1001/jamaophthalmol.2022.3723
N/A,36124535,10.4103/aja202264
N/A,36123398,10.1038/s41440-022-01028-6
N/A,36120829,10.15252/embr.202255209
N/A,36113752,10.1016/j.bbadis.2022.166541
N/A,36113333,10.1016/j.talanta.2022.123933
N/A,36108097,10.1210/clinem/dgac540
N/A,36107704,10.1037/neu0000862
N/A,36104650,10.1007/s11356-022-22845-9
N/A,36089192,10.1016/j.fct.2022.113413
N/A,36088732,10.1016/j.ijnurstu.2022.104339
N/A,36087618,10.1016/j.fct.2022.113409
N/A,36087617,10.1016/j.fct.2022.113408
N/A,36087296,10.1002/ps.7177
N/A,36084855,10.1016/j.fct.2022.113410
N/A,36083797,10.1152/ajpheart.00287.2022
N/A,36069310,10.1111/mcn.13418
N/A,36068964,10.5090/jcs.22.038
N/A,36064756,10.1038/s41596-022-00718-2
N/A,36064085,10.1016/j.ympev.2022.107625
N/A,36058109,10.1016/j.hrtlng.2022.08.015
N/A,36056856,10.2174/1567201819666220901105102
N/A,36055551,10.1016/j.fct.2022.113397
N/A,36055529,10.1016/j.jad.2022.08.116
N/A,36031161,10.1016/j.fct.2022.113390
N/A,36029901,10.1016/j.fct.2022.113388
N/A,35998271,10.1111/nmo.14452
N/A,35996327,10.1002/pros.24431
N/A,35989670,10.1002/JPER.22-0204
N/A,35988305,10.1016/j.jpsychires.2022.08.001
N/A,35987280,10.1016/j.fct.2022.113371
N/A,35987269,10.1016/j.chemosphere.2022.136067
N/A,35978452,10.4097/kja.22335
N/A,35977622,10.1016/j.fct.2022.113364
N/A,35976400,10.1007/s00330-022-09037-2
N/A,35975633,10.1002/cam4.5132
N/A,35965399,10.1097/ICO.0000000000003104
N/A,35963541,10.1016/j.jare.2022.08.003
N/A,35943422,10.1097/IOP.0000000000002261
N/A,35927073,10.1016/j.isatra.2022.07.025
N/A,35854654,10.5009/gnl220076
N/A,35853373,10.1016/j.foodchem.2022.133702
N/A,35835068,10.1002/adhm.202200909
N/A,35821149,10.1007/s00705-022-05534-3
N/A,35815790,10.1080/10717544.2022.2096718
N/A,35799897,10.1016/j.mtbio.2022.100339
N/A,35792710,10.1080/0361073X.2022.2095605
N/A,35779589,10.1016/j.ajog.2022.06.052
N/A,35723728,10.1007/s00432-022-04108-9
N/A,35722684,10.4093/dmj.2021.0356
N/A,35713247,10.1089/wound.2022.0025
N/A,35704087,10.1007/s00392-022-02039-6
N/A,35697275,10.1016/j.trsl.2022.06.008
N/A,35695074,10.1111/jdv.18327
N/A,35681109,10.4143/crt.2022.290
N/A,35645321,10.5217/ir.2022.00007
N/A,35611669,10.5009/gnl210593
N/A,35490079,10.1016/j.jos.2022.04.002
N/A,35438353,10.1007/s10072-022-06065-0
N/A,35379075,10.1080/15592324.2022.2058256
N/A,35352330,10.1007/s43032-022-00926-x
N/A,35311414,10.1177/15266028221083460
N/A,35302698,10.1111/jocd.14925
N/A,35278714,10.1016/j.gpb.2022.02.004
N/A,35157260,10.1007/s43032-022-00879-1
N/A,35077382,10.1109/TCYB.2022.3140362
N/A,35016209,10.1093/ibd/izab340
N/A,34962444,10.1080/22221751.2021.2024095
N/A,34919016,10.1080/09593330.2021.2020340
N/A,34792687,10.1007/s10557-021-07292-x
N/A,34730451,10.1177/08862605211050090
N/A,34633879,10.1177/03635465211042314
N/A,34622354,10.1007/s10557-021-07255-2
N/A,34590245,10.1007/s40615-021-01163-9
N/A,34338959,10.1007/s10571-021-01136-w
N/A,34289783,10.1080/10495398.2021.1935980
N/A,34133243,10.1080/15374416.2021.1929250
N/A,34120667,10.1017/S0033291721002361
N/A,33891524,10.1177/15347346211011870
N/A,33724168,10.1080/10495398.2021.1895185
N/A,33499724,10.1080/00207454.2021.1881094
N/A,31549852,10.1080/02688697.2019.1668541
0193-9459,37466181,10.1177/01939459231189321
0193-9459,37431090,10.1177/01939459231186900
0193-9459,37403774,10.1177/01939459231186339
0193-9459,37395494,10.1177/01939459231186055
0193-9459,37382364,10.1177/01939459231184713
0193-9459,37382361,10.1177/01939459231182495
0193-9459,37377383,10.1177/01939459231184714
0193-9459,37377369,10.1177/01939459231184709
0193-9459,37326245,10.1177/01939459231178342
0193-9459,37326204,10.1177/01939459231181764
0193-9459,37322879,10.1177/01939459231182200
0193-9459,37317876,10.1177/01939459231180894
0193-9459,37288541,10.1177/01939459231180222
0193-9459,37288523,10.1177/01939459231180365
0193-9459,37288519,10.1177/01939459231180415
0193-9459,37272719,10.1177/01939459231178495
0193-9459,37161397,10.1177/01939459231175242
0193-9459,37161311,10.1177/01939459231175197
0193-9459,37151107,10.1177/01939459231172587
0193-9459,37151052,10.1177/01939459231174071
0193-9459,37114972,10.1177/01939459231158212
0193-9459,37114971,10.1177/01939459231168242
0193-9459,37114849,10.1177/01939459231170710
0193-9459,37114846,10.1177/01939459231168699
0193-9459,37096318,10.1177/01939459231170981
0193-9459,37089109,10.1177/01939459231169146
0193-9459,37085991,10.1177/01939459231166479
0193-9459,37085988,10.1177/01939459231169102
0193-9459,37085980,10.1177/01939459231165749
0193-9459,37052385,10.1177/01939459231168476
0193-9459,37021840,10.1177/01939459231165130
0193-9459,37021833,10.1177/01939459231167711
0193-9459,36971304,10.1177/01939459231162804
0193-9459,36964702,10.1177/01939459231163441
0193-9459,36964700,10.1177/01939459231162963
0193-9459,36964699,10.1177/01939459231162904
0193-9459,36945181,10.1177/01939459231162917
0193-9459,36916649,10.1177/01939459231160656
0193-9459,36782383,10.1177/01939459231152122
0193-9459,36744635,10.1177/01939459231151387
0193-9459,36733217,10.1177/01939459221146360
0193-9459,36717969,10.1177/01939459231152056
0193-9459,36715305,10.1177/01939459231152121
0193-9459,36715267,10.1177/01939459231151385
0193-9459,36691709,10.1177/01939459221144851
0193-9459,36660919,10.1177/01939459221150391
0193-9459,36625341,10.1177/01939459221148825
0193-9459,36582050,10.1177/01939459221145984
0193-9459,36582045,10.1177/01939459221146325
0193-9459,36529992,10.1177/01939459221144178
0193-9459,36529990,10.1177/01939459221120742
0193-9459,36515369,10.1177/01939459221144177
0193-9459,36495228,10.1177/01939459221142164
0193-9459,36482715,10.1177/01939459221142163
0193-9459,36482693,10.1177/01939459221141296
0193-9459,36461160,10.1177/01939459221139942
0193-9459,36408568,10.1177/01939459221131361
0193-9459,36380573,10.1177/01939459221127587
0193-9459,36377089,10.1177/01939459221136354
0193-9459,36377080,10.1177/01939459221135331
0193-9459,36333891,10.1177/01939459221135325
0193-9459,36333867,10.1177/01939459221128125
0193-9459,36324264,10.1177/01939459221134373
0193-9459,36324263,10.1177/01939459221134374
0193-9459,36317232,10.1177/01939459221129944
0193-9459,36254404,10.1177/01939459221128123
0193-9459,36250352,10.1177/01939459221129949
0193-9459,36226655,10.1177/01939459221129438
0193-9459,36217759,10.1177/01939459221129037
0193-9459,36214104,10.1177/01939459221129439
0193-9459,36196024,10.1177/01939459221127803
0193-9459,36196018,10.1177/01939459221127800
0193-9459,36154536,10.1177/01939459221124652
0193-9459,36154334,10.1177/01939459221124433
0193-9459,36120855,10.1177/01939459221125327
0193-9459,36112762,10.1177/01939459221123162
0193-9459,36016493,10.1177/01939459221120390
0193-9459,35919019,10.1177/01939459221115694
0193-9459,35919018,10.1177/01939459221115695
0193-9459,35897163,10.1177/01939459221114634
0193-9459,35897162,10.1177/01939459221115152
0193-9459,35876028,10.1177/01939459221113511
0193-9459,35876005,10.1177/01939459221114079
0193-9459,35855535,10.1177/01939459221106124
0193-9459,35836367,10.1177/01939459221109813
0193-9459,35801285,10.1177/01939459221109810
0193-9459,35801265,10.1177/01939459221110413
0193-9459,35775102,10.1177/01939459221107579
0193-9459,35746881,10.1177/01939459221106989
0193-9459,35711105,10.1177/01939459221105827
0193-9459,35711104,10.1177/01939459221106122
0193-9459,35614567,10.1177/01939459221099672
0193-9459,35610951,10.1177/01939459221099362
0193-9459,35587721,10.1177/01939459221098468
0193-9459,35148648,10.1177/01939459211072368
0193-9459,34493117,10.1177/01939459211043943
0193-9459,34433344,10.1177/01939459211041174
0193-9459,34369237,10.1177/01939459211030336
0193-9459,34353188,10.1177/01939459211037054
0193-9459,34338105,10.1177/01939459211027657
0193-9459,34301166,10.1177/01939459211032280
0193-9459,34301163,10.1177/01939459211031988
0193-9459,34282682,10.1177/01939459211031981
0193-9459,34261395,10.1177/01939459211031990
0193-9459,34261376,10.1177/01939459211032272
0193-9459,34250870,10.1177/01939459211029718
